자재바코드,검사일시,검사결과,비고
25092026021000589_001,,,
25092026021000589_002,,,
25092026021000589_003,,,
25092026021000589_004,,,
25092026021000589_005,,,
16632026021000869_001,,,
16632026021000869_002,,,
16632026021000869_003,,,
16632026021000869_004,,,
16632026021000869_005,,,
16182026021000345_001,2026-02-10 00:15:10,NG3(3차),R전류, 소음 불량 / 2차: R전류, 소음 불량 / 3차: R전류, 소음 불량
16182026021000345_002,2026-02-10 00:15:27,NG1(3차),R전류 불량 / 2차: R전류, 소음 불량 / 3차: R전류 불량
16182026021000345_003,2026-02-10 00:15:47,NG1(3차),R전류, 소음 불량 / 2차: R전류 불량 / 3차: R전류 불량
16182026021000345_004,2026-02-10 00:17:15,NG3(3차),R전류, 소음 불량 / 2차: R전류 불량 / 3차: R전류, 소음 불량
16182026021000345_005,2026-02-10 00:17:34,NG1(3차),R전류, 소음 불량 / 2차: R전류, 소음 불량 / 3차: R전류 불량
