파일명,판정,Peak(Hz),Centroid(Hz),Rolloff(Hz),CrestFactor,Flatness,THD,RMS,Skewness,실패사유
1662_0001_ch1.wav,Pass,850.0,1524.5,1578.5,1.1368,0.699120,0.46926,0.879657,-0.2016,
