자재바코드,검사일시,검사결과,비고
11002026021500963_001,,,
11002026021500963_002,,,
11002026021500963_003,,,
11002026021500963_004,,,
11002026021500963_005,,,
11002026021500963_006,,,
11002026021500963_007,,,
11002026021500963_008,,,
11002026021500963_009,,,
11002026021500963_010,,,
11002026021500963_011,,,
11002026021500963_012,,,
11002026021500963_013,,,
11002026021500963_014,,,
11002026021500963_015,,,
11002026021500963_016,,,
11002026021500963_017,,,
11002026021500963_018,,,
11002026021500963_019,,,
11002026021500963_020,,,
11002026021500963_021,,,
11002026021500963_022,,,
11002026021500963_023,,,
11002026021500963_024,,,
11002026021500963_025,,,
11002026021500963_026,,,
11002026021500963_027,,,
11002026021500963_028,,,
11002026021500963_029,,,
11002026021500963_030,,,
11002026021500963_031,,,
11002026021500963_032,,,
11002026021500963_033,,,
11002026021500963_034,,,
11002026021500963_035,,,
11002026021500963_036,,,
11002026021500963_037,,,
11002026021500963_038,,,
11002026021500963_039,,,
11002026021500963_040,,,
11002026021500963_041,,,
11002026021500963_042,,,
11002026021500963_043,,,
11002026021500963_044,,,
11002026021500963_045,,,
11002026021500963_046,,,
11002026021500963_047,,,
11002026021500963_048,,,
11002026021500963_049,,,
11002026021500963_050,,,
11002026021500963_051,,,
11002026021500963_052,,,
11002026021500963_053,,,
11002026021500963_054,,,
11002026021500963_055,,,
11002026021500963_056,,,
11002026021500963_057,,,
11002026021500963_058,,,
11002026021500963_059,,,
11002026021500963_060,,,
11002026021500963_061,,,
11002026021500963_062,,,
11002026021500963_063,,,
11002026021500963_064,,,
11002026021500963_065,,,
11002026021500963_066,,,
11002026021500963_067,,,
11002026021500963_068,,,
11002026021500963_069,,,
11002026021500963_070,,,
11002026021500963_071,,,
11002026021500963_072,,,
11002026021500963_073,,,
11002026021500963_074,,,
11002026021500963_075,,,
11002026021500963_076,,,
11002026021500963_077,,,
11002026021500963_078,,,
11002026021500963_079,,,
11002026021500963_080,,,
11002026021500963_081,,,
11002026021500963_082,,,
11002026021500963_083,,,
11002026021500963_084,,,
11002026021500963_085,,,
11002026021500963_086,,,
11002026021500963_087,,,
11002026021500963_088,,,
11002026021500963_089,,,
11002026021500963_090,,,
11002026021500963_091,,,
11002026021500963_092,,,
11002026021500963_093,,,
11002026021500963_094,,,
11002026021500963_095,,,
11002026021500963_096,,,
11002026021500963_097,,,
11002026021500963_098,,,
11002026021500963_099,,,
11002026021500963_100,,,
12012026021500439_001,,,
12012026021500439_002,,,
12012026021500439_003,,,
12012026021500439_004,,,
12012026021500439_005,,,
12012026021500439_006,,,
12012026021500439_007,,,
12012026021500439_008,,,
12012026021500439_009,,,
12012026021500439_010,,,
12012026021500439_011,,,
12012026021500439_012,,,
12012026021500439_013,,,
12012026021500439_014,,,
12012026021500439_015,,,
12012026021500439_016,,,
12012026021500439_017,,,
12012026021500439_018,,,
12012026021500439_019,,,
12012026021500439_020,,,
12012026021500439_021,,,
12012026021500439_022,,,
12012026021500439_023,,,
12012026021500439_024,,,
12012026021500439_025,,,
12012026021500439_026,,,
12012026021500439_027,,,
12012026021500439_028,,,
12012026021500439_029,,,
12012026021500439_030,,,
12012026021500439_031,,,
12012026021500439_032,,,
12012026021500439_033,,,
12012026021500439_034,,,
12012026021500439_035,,,
12012026021500439_036,,,
12012026021500439_037,,,
12012026021500439_038,,,
12012026021500439_039,,,
12012026021500439_040,,,
12012026021500439_041,,,
12012026021500439_042,,,
12012026021500439_043,,,
12012026021500439_044,,,
12012026021500439_045,,,
12012026021500439_046,,,
12012026021500439_047,,,
12012026021500439_048,,,
12012026021500439_049,,,
12012026021500439_050,,,
12012026021500439_051,,,
12012026021500439_052,,,
12012026021500439_053,,,
12012026021500439_054,,,
12012026021500439_055,,,
12012026021500439_056,,,
12012026021500439_057,,,
12012026021500439_058,,,
12012026021500439_059,,,
12012026021500439_060,,,
12012026021500439_061,,,
12012026021500439_062,,,
12012026021500439_063,,,
12012026021500439_064,,,
12012026021500439_065,,,
12012026021500439_066,,,
12012026021500439_067,,,
12012026021500439_068,,,
12012026021500439_069,,,
12012026021500439_070,,,
12012026021500439_071,,,
12012026021500439_072,,,
12012026021500439_073,,,
12012026021500439_074,,,
12012026021500439_075,,,
12012026021500439_076,,,
12012026021500439_077,,,
12012026021500439_078,,,
12012026021500439_079,,,
12012026021500439_080,,,
12012026021500439_081,,,
12012026021500439_082,,,
12012026021500439_083,,,
12012026021500439_084,,,
12012026021500439_085,,,
12012026021500439_086,,,
12012026021500439_087,,,
12012026021500439_088,,,
12012026021500439_089,,,
12012026021500439_090,,,
12012026021500439_091,,,
12012026021500439_092,,,
12012026021500439_093,,,
12012026021500439_094,,,
12012026021500439_095,,,
12012026021500439_096,,,
12012026021500439_097,,,
12012026021500439_098,,,
12012026021500439_099,,,
12012026021500439_100,,,
13032026021500350_001,2026-02-15 18:02:57,NG1,R전류 불량
13032026021500350_002,2026-02-15 18:03:15,NG1,R전류 불량
13032026021500350_003,2026-02-15 18:03:33,NG1,R전류 불량
13032026021500350_004,2026-02-15 18:03:51,NG1,R전류 불량
13032026021500350_005,2026-02-15 18:04:09,NG1,R전류 불량
13032026021500350_006,2026-02-15 18:04:27,NG1,R전류 불량
13032026021500350_007,2026-02-15 18:04:44,NG1,R전류 불량
13032026021500350_008,2026-02-15 18:05:01,NG1,R전류 불량
13032026021500350_009,2026-02-15 18:05:19,NG1,R전류 불량
13032026021500350_010,2026-02-15 18:05:37,NG1,R전류 불량
13032026021500350_011,2026-02-15 18:05:55,NG1,R전류 불량
13032026021500350_012,2026-02-15 18:06:13,NG1,R전류 불량
13032026021500350_013,2026-02-15 18:06:32,NG1,R전류 불량
13032026021500350_014,2026-02-15 18:06:50,NG1,R전류 불량
13032026021500350_015,2026-02-15 18:07:07,NG1,R전류 불량
13032026021500350_016,2026-02-15 18:07:26,NG1,R전류 불량
13032026021500350_017,2026-02-15 18:07:45,NG1,R전류 불량
13032026021500350_018,2026-02-15 18:08:02,NG1,R전류 불량
13032026021500350_019,2026-02-15 18:08:20,NG1,R전류 불량
13032026021500350_020,2026-02-15 18:08:38,NG1,R전류 불량
13032026021500350_021,2026-02-15 18:08:55,NG1,R전류 불량
13032026021500350_022,2026-02-15 18:09:13,NG1,R전류 불량
13032026021500350_023,2026-02-15 18:09:31,NG1,R전류 불량
13032026021500350_024,2026-02-15 18:09:48,NG1,R전류 불량
13032026021500350_025,2026-02-15 18:10:06,NG1,R전류 불량
13032026021500350_026,2026-02-15 18:10:24,NG1,R전류 불량
13032026021500350_027,2026-02-15 18:10:43,NG1,R전류 불량
13032026021500350_028,2026-02-15 18:11:00,NG1,R전류 불량
13032026021500350_029,2026-02-15 18:11:19,NG1,R전류 불량
13032026021500350_030,2026-02-15 18:11:37,NG1,R전류 불량
13032026021500350_031,2026-02-15 18:11:55,NG1,R전류 불량
13032026021500350_032,2026-02-15 18:12:12,NG1,R전류 불량
13032026021500350_033,2026-02-15 18:12:29,NG1,R전류 불량
13032026021500350_034,2026-02-15 18:12:47,NG1,R전류 불량
13032026021500350_035,2026-02-15 18:13:04,NG1,R전류 불량
13032026021500350_036,2026-02-15 18:13:22,NG1,R전류 불량
13032026021500350_037,2026-02-15 18:13:40,NG1,R전류 불량
13032026021500350_038,2026-02-15 18:13:58,NG1,R전류 불량
13032026021500350_039,2026-02-15 18:14:16,NG1,R전류 불량
13032026021500350_040,2026-02-15 18:14:34,NG1,R전류 불량
13032026021500350_041,2026-02-15 18:14:52,NG1,R전류 불량
13032026021500350_042,2026-02-15 18:15:10,NG1,R전류 불량
13032026021500350_043,2026-02-15 18:15:29,NG1,R전류 불량
13032026021500350_044,2026-02-15 18:15:46,NG1,R전류 불량
13032026021500350_045,2026-02-15 18:16:04,NG1,R전류 불량
13032026021500350_046,2026-02-15 18:16:21,NG1,R전류 불량
13032026021500350_047,2026-02-15 18:16:39,NG1,R전류 불량
13032026021500350_048,2026-02-15 18:16:57,NG1,R전류 불량
13032026021500350_049,2026-02-15 18:17:15,NG1,R전류 불량
13032026021500350_050,2026-02-15 18:17:34,NG1,R전류 불량
13032026021500350_051,2026-02-15 18:17:54,NG1,R전류 불량
13032026021500350_052,2026-02-15 18:18:11,NG1,R전류 불량
13032026021500350_053,2026-02-15 18:18:29,NG1,R전류 불량
13032026021500350_054,2026-02-15 18:18:47,NG1,R전류 불량
13032026021500350_055,2026-02-15 18:19:05,NG1,R전류 불량
13032026021500350_056,2026-02-15 18:19:23,NG1,R전류 불량
13032026021500350_057,2026-02-15 18:19:41,NG1,R전류 불량
13032026021500350_058,2026-02-15 18:19:59,NG1,R전류 불량
13032026021500350_059,2026-02-15 18:20:18,NG1,R전류 불량
13032026021500350_060,2026-02-15 18:20:37,NG1,R전류 불량
13032026021500350_061,2026-02-15 18:20:56,NG1,R전류 불량
13032026021500350_062,2026-02-15 18:21:14,NG1,R전류 불량
13032026021500350_063,2026-02-15 18:21:32,NG1,R전류 불량
13032026021500350_064,2026-02-15 18:21:50,NG1,R전류 불량
13032026021500350_065,2026-02-15 18:22:07,NG1,R전류 불량
13032026021500350_066,2026-02-15 18:22:25,NG1,R전류 불량
13032026021500350_067,2026-02-15 18:22:43,NG1,R전류 불량
13032026021500350_068,2026-02-15 18:23:01,NG1,R전류 불량
13032026021500350_069,2026-02-15 18:23:19,NG1,R전류 불량
13032026021500350_070,2026-02-15 18:23:38,NG1,R전류 불량
13032026021500350_071,2026-02-15 18:23:56,NG1,R전류 불량
13032026021500350_072,2026-02-15 18:24:14,NG1,R전류 불량
