자재바코드,검사일시,검사결과,비고
11002026021500995_001,,,
11002026021500995_002,,,
11002026021500995_003,,,
11002026021500995_004,2026-02-15 10:57:17,NG1,
11002026021500995_005,2026-02-15 10:57:30,NG3,R전류, 소음 불량
11002026021500995_006,2026-02-15 10:57:48,NG3,R전류, 소음 불량
11002026021500995_007,,,
11002026021500995_008,,,
11002026021500995_009,,,
11002026021500995_010,,,
11002026021500995_011,,,
11002026021500995_012,,,
11002026021500995_013,,,
11002026021500995_014,,,
11002026021500995_015,,,
11002026021500995_016,,,
11002026021500995_017,,,
11002026021500995_018,,,
11002026021500995_019,,,
11002026021500995_020,,,
11002026021500995_021,,,
11002026021500995_022,,,
11002026021500995_023,,,
11002026021500995_024,,,
11002026021500995_025,,,
11002026021500995_026,,,
11002026021500995_027,,,
11002026021500995_028,,,
11002026021500995_029,,,
11002026021500995_030,,,
11002026021500995_031,,,
11002026021500995_032,,,
11002026021500995_033,,,
11002026021500995_034,,,
11002026021500995_035,,,
11002026021500995_036,,,
11002026021500995_037,,,
11002026021500995_038,,,
11002026021500995_039,,,
11002026021500995_040,,,
11002026021500995_041,,,
11002026021500995_042,,,
11002026021500995_043,,,
11002026021500995_044,,,
11002026021500995_045,,,
11002026021500995_046,,,
11002026021500995_047,,,
11002026021500995_048,,,
11002026021500995_049,,,
11002026021500995_050,,,
11002026021500995_051,,,
11002026021500995_052,,,
11002026021500995_053,,,
11002026021500995_054,,,
11002026021500995_055,,,
11002026021500995_056,,,
11002026021500995_057,,,
11002026021500995_058,,,
11002026021500995_059,,,
11002026021500995_060,,,
11002026021500995_061,,,
11002026021500995_062,,,
11002026021500995_063,,,
11002026021500995_064,,,
11002026021500995_065,,,
11002026021500995_066,,,
11002026021500995_067,,,
11002026021500995_068,,,
11002026021500995_069,,,
11002026021500995_070,,,
11002026021500995_071,,,
11002026021500995_072,,,
11002026021500995_073,,,
11002026021500995_074,,,
11002026021500995_075,,,
11002026021500995_076,,,
11002026021500995_077,,,
11002026021500995_078,,,
11002026021500995_079,,,
11002026021500995_080,,,
11002026021500995_081,,,
11002026021500995_082,,,
11002026021500995_083,,,
11002026021500995_084,,,
11002026021500995_085,,,
11002026021500995_086,,,
11002026021500995_087,,,
11002026021500995_088,,,
11002026021500995_089,,,
11002026021500995_090,,,
11002026021500995_091,,,
11002026021500995_092,,,
11002026021500995_093,,,
11002026021500995_094,,,
11002026021500995_095,,,
11002026021500995_096,,,
11002026021500995_097,,,
11002026021500995_098,,,
11002026021500995_099,,,
11002026021500995_100,,,
