자재바코드,검사일시,검사결과,비고
11002026021500940_001,2026-02-15 15:49:43,NG3,R전류, 소음 불량
11002026021500940_002,2026-02-15 15:50:17,NG3,R전류, 소음 불량
11002026021500940_003,,,
11002026021500940_004,,,
11002026021500940_005,,,
11002026021500940_006,,,
11002026021500940_007,,,
11002026021500940_008,,,
11002026021500940_009,,,
11002026021500940_010,,,
11002026021500940_011,,,
11002026021500940_012,,,
11002026021500940_013,,,
11002026021500940_014,,,
11002026021500940_015,,,
11002026021500940_016,,,
11002026021500940_017,,,
11002026021500940_018,,,
11002026021500940_019,,,
11002026021500940_020,,,
11002026021500940_021,,,
11002026021500940_022,,,
11002026021500940_023,,,
11002026021500940_024,,,
11002026021500940_025,,,
11002026021500940_026,,,
11002026021500940_027,,,
11002026021500940_028,,,
11002026021500940_029,,,
11002026021500940_030,,,
11002026021500940_031,,,
11002026021500940_032,,,
11002026021500940_033,,,
11002026021500940_034,,,
11002026021500940_035,,,
11002026021500940_036,,,
11002026021500940_037,,,
11002026021500940_038,,,
11002026021500940_039,,,
11002026021500940_040,,,
11002026021500940_041,,,
11002026021500940_042,,,
11002026021500940_043,,,
11002026021500940_044,,,
11002026021500940_045,,,
11002026021500940_046,,,
11002026021500940_047,,,
11002026021500940_048,,,
11002026021500940_049,,,
11002026021500940_050,,,
11002026021500940_051,,,
11002026021500940_052,,,
11002026021500940_053,,,
11002026021500940_054,,,
11002026021500940_055,,,
11002026021500940_056,,,
11002026021500940_057,,,
11002026021500940_058,,,
11002026021500940_059,,,
11002026021500940_060,,,
11002026021500940_061,,,
11002026021500940_062,,,
11002026021500940_063,,,
11002026021500940_064,,,
11002026021500940_065,,,
11002026021500940_066,,,
11002026021500940_067,,,
11002026021500940_068,,,
11002026021500940_069,,,
11002026021500940_070,,,
11002026021500940_071,,,
11002026021500940_072,,,
11002026021500940_073,,,
11002026021500940_074,,,
11002026021500940_075,,,
11002026021500940_076,,,
11002026021500940_077,,,
11002026021500940_078,,,
11002026021500940_079,,,
11002026021500940_080,,,
11002026021500940_081,,,
11002026021500940_082,,,
11002026021500940_083,,,
11002026021500940_084,,,
11002026021500940_085,,,
11002026021500940_086,,,
11002026021500940_087,,,
11002026021500940_088,,,
11002026021500940_089,,,
11002026021500940_090,,,
11002026021500940_091,,,
11002026021500940_092,,,
11002026021500940_093,,,
11002026021500940_094,,,
11002026021500940_095,,,
11002026021500940_096,,,
11002026021500940_097,,,
11002026021500940_098,,,
11002026021500940_099,,,
11002026021500940_100,,,
