자재바코드,검사일시,검사결과,비고
16122026021100538_001,2026-02-11 23:18:22,NG3,R전류, 소음 불량
16122026021100538_002,,,
16122026021100538_003,,,
16122026021100538_004,,,
16122026021100538_005,,,
16122026021100538_006,,,
16122026021100538_007,,,
16122026021100538_008,,,
16122026021100538_009,,,
16122026021100538_010,,,
16122026021100538_011,,,
16122026021100538_012,,,
16122026021100538_013,,,
16122026021100538_014,,,
16122026021100538_015,,,
16122026021100538_016,,,
16122026021100538_017,,,
16122026021100538_018,,,
16122026021100538_019,,,
16122026021100538_020,,,
16122026021100538_021,,,
16122026021100538_022,,,
16122026021100538_023,,,
16122026021100538_024,,,
16122026021100538_025,,,
16122026021100538_026,,,
16122026021100538_027,,,
16122026021100538_028,,,
16122026021100538_029,,,
16122026021100538_030,,,
16122026021100538_031,,,
16122026021100538_032,,,
16122026021100538_033,,,
16122026021100538_034,,,
16122026021100538_035,,,
16122026021100538_036,,,
16122026021100538_037,,,
16122026021100538_038,,,
16122026021100538_039,,,
16122026021100538_040,,,
16122026021100538_041,,,
16122026021100538_042,,,
16122026021100538_043,,,
16122026021100538_044,,,
16122026021100538_045,,,
16122026021100538_046,,,
16122026021100538_047,,,
16122026021100538_048,,,
16122026021100538_049,,,
16122026021100538_050,,,
16122026021100538_051,,,
16122026021100538_052,,,
16122026021100538_053,,,
16122026021100538_054,,,
16122026021100538_055,,,
16122026021100538_056,,,
16122026021100538_057,,,
16122026021100538_058,,,
16122026021100538_059,,,
16122026021100538_060,,,
16122026021100538_061,,,
16122026021100538_062,,,
16122026021100538_063,,,
16122026021100538_064,,,
16122026021100538_065,,,
16122026021100538_066,,,
16122026021100538_067,,,
16122026021100538_068,,,
16122026021100538_069,,,
16122026021100538_070,,,
16122026021100538_071,,,
16122026021100538_072,,,
16122026021100538_073,,,
16122026021100538_074,,,
16122026021100538_075,,,
16122026021100538_076,,,
16122026021100538_077,,,
16122026021100538_078,,,
16122026021100538_079,,,
16122026021100538_080,,,
16122026021100538_081,,,
16122026021100538_082,,,
16122026021100538_083,,,
16122026021100538_084,,,
16122026021100538_085,,,
16122026021100538_086,,,
16122026021100538_087,,,
16122026021100538_088,,,
16122026021100538_089,,,
16122026021100538_090,,,
16122026021100538_091,,,
16122026021100538_092,,,
16122026021100538_093,,,
16122026021100538_094,,,
16122026021100538_095,,,
16122026021100538_096,,,
16122026021100538_097,,,
16122026021100538_098,,,
16122026021100538_099,,,
16122026021100538_100,,,
