자재바코드,검사일시,검사결과,비고
16122026021100166_001,2026-02-11 21:38:05,NG1,R전류 불량
16122026021100166_002,2026-02-11 21:38:20,NG1,R전류 불량
16122026021100166_003,2026-02-11 21:38:42,NG1,R전류 불량
16122026021100166_004,2026-02-11 21:38:57,NG1,R전류 불량
16122026021100166_005,,,
16122026021100166_006,,,
16122026021100166_007,,,
16122026021100166_008,,,
16122026021100166_009,,,
16122026021100166_010,,,
16122026021100166_011,,,
16122026021100166_012,,,
16122026021100166_013,,,
16122026021100166_014,,,
16122026021100166_015,,,
16122026021100166_016,,,
16122026021100166_017,,,
16122026021100166_018,,,
16122026021100166_019,,,
16122026021100166_020,,,
16122026021100166_021,,,
16122026021100166_022,,,
16122026021100166_023,,,
16122026021100166_024,,,
16122026021100166_025,,,
16122026021100166_026,,,
16122026021100166_027,,,
16122026021100166_028,,,
16122026021100166_029,,,
16122026021100166_030,,,
16122026021100166_031,,,
16122026021100166_032,,,
16122026021100166_033,,,
16122026021100166_034,,,
16122026021100166_035,,,
16122026021100166_036,,,
16122026021100166_037,,,
16122026021100166_038,,,
16122026021100166_039,,,
16122026021100166_040,,,
16122026021100166_041,,,
16122026021100166_042,,,
16122026021100166_043,,,
16122026021100166_044,,,
16122026021100166_045,,,
16122026021100166_046,,,
16122026021100166_047,,,
16122026021100166_048,,,
16122026021100166_049,,,
16122026021100166_050,,,
16122026021100166_051,,,
16122026021100166_052,,,
16122026021100166_053,,,
16122026021100166_054,,,
16122026021100166_055,,,
16122026021100166_056,,,
16122026021100166_057,,,
16122026021100166_058,,,
16122026021100166_059,,,
16122026021100166_060,,,
16122026021100166_061,,,
16122026021100166_062,,,
16122026021100166_063,,,
16122026021100166_064,,,
16122026021100166_065,,,
16122026021100166_066,,,
16122026021100166_067,,,
16122026021100166_068,,,
16122026021100166_069,,,
16122026021100166_070,,,
16122026021100166_071,,,
16122026021100166_072,,,
16122026021100166_073,,,
16122026021100166_074,,,
16122026021100166_075,,,
16122026021100166_076,,,
16122026021100166_077,,,
16122026021100166_078,,,
16122026021100166_079,,,
16122026021100166_080,,,
16122026021100166_081,,,
16122026021100166_082,,,
16122026021100166_083,,,
16122026021100166_084,,,
16122026021100166_085,,,
16122026021100166_086,,,
16122026021100166_087,,,
16122026021100166_088,,,
16122026021100166_089,,,
16122026021100166_090,,,
16122026021100166_091,,,
16122026021100166_092,,,
16122026021100166_093,,,
16122026021100166_094,,,
16122026021100166_095,,,
16122026021100166_096,,,
16122026021100166_097,,,
16122026021100166_098,,,
16122026021100166_099,,,
16122026021100166_100,,,
