자재바코드,검사일시,검사결과,비고
11002026021400607_001,,,
11002026021400607_002,2026-02-14 20:21:34,NG3,R전류, 소음 불량
11002026021400607_003,,,
11002026021400607_004,,,
11002026021400607_005,,,
11002026021400607_006,,,
11002026021400607_007,,,
11002026021400607_008,,,
11002026021400607_009,,,
11002026021400607_010,,,
11002026021400607_011,,,
11002026021400607_012,,,
11002026021400607_013,,,
11002026021400607_014,,,
11002026021400607_015,,,
11002026021400607_016,,,
11002026021400607_017,,,
11002026021400607_018,,,
11002026021400607_019,,,
11002026021400607_020,,,
11002026021400607_021,,,
11002026021400607_022,,,
11002026021400607_023,,,
11002026021400607_024,,,
11002026021400607_025,,,
11002026021400607_026,,,
11002026021400607_027,,,
11002026021400607_028,,,
11002026021400607_029,,,
11002026021400607_030,,,
11002026021400607_031,,,
11002026021400607_032,,,
11002026021400607_033,,,
11002026021400607_034,,,
11002026021400607_035,,,
11002026021400607_036,,,
11002026021400607_037,,,
11002026021400607_038,,,
11002026021400607_039,,,
11002026021400607_040,,,
11002026021400607_041,,,
11002026021400607_042,,,
11002026021400607_043,,,
11002026021400607_044,,,
11002026021400607_045,,,
11002026021400607_046,,,
11002026021400607_047,,,
11002026021400607_048,,,
11002026021400607_049,,,
11002026021400607_050,,,
11002026021400607_051,,,
11002026021400607_052,,,
11002026021400607_053,,,
11002026021400607_054,,,
11002026021400607_055,,,
11002026021400607_056,,,
11002026021400607_057,,,
11002026021400607_058,,,
11002026021400607_059,,,
11002026021400607_060,,,
11002026021400607_061,,,
11002026021400607_062,,,
11002026021400607_063,,,
11002026021400607_064,,,
11002026021400607_065,,,
11002026021400607_066,,,
11002026021400607_067,,,
11002026021400607_068,,,
11002026021400607_069,,,
11002026021400607_070,,,
11002026021400607_071,,,
11002026021400607_072,,,
11002026021400607_073,,,
11002026021400607_074,,,
11002026021400607_075,,,
11002026021400607_076,,,
11002026021400607_077,,,
11002026021400607_078,,,
11002026021400607_079,,,
11002026021400607_080,,,
11002026021400607_081,,,
11002026021400607_082,,,
11002026021400607_083,,,
11002026021400607_084,,,
11002026021400607_085,,,
11002026021400607_086,,,
11002026021400607_087,,,
11002026021400607_088,,,
11002026021400607_089,,,
11002026021400607_090,,,
11002026021400607_091,,,
11002026021400607_092,,,
11002026021400607_093,,,
11002026021400607_094,,,
11002026021400607_095,,,
11002026021400607_096,,,
11002026021400607_097,,,
11002026021400607_098,,,
11002026021400607_099,,,
11002026021400607_100,,,
11002026021400607_001,,,
11002026021400607_002,,,
11002026021400607_003,,,
11002026021400607_004,,,
11002026021400607_005,,,
11002026021400607_006,,,
11002026021400607_007,,,
11002026021400607_008,,,
11002026021400607_009,,,
11002026021400607_010,,,
11002026021400607_011,,,
11002026021400607_012,,,
11002026021400607_013,,,
11002026021400607_014,,,
11002026021400607_015,,,
11002026021400607_016,,,
11002026021400607_017,,,
11002026021400607_018,,,
11002026021400607_019,,,
11002026021400607_020,,,
11002026021400607_021,,,
11002026021400607_022,,,
11002026021400607_023,,,
11002026021400607_024,,,
11002026021400607_025,,,
11002026021400607_026,,,
11002026021400607_027,,,
11002026021400607_028,,,
11002026021400607_029,,,
11002026021400607_030,,,
11002026021400607_031,,,
11002026021400607_032,,,
11002026021400607_033,,,
11002026021400607_034,,,
11002026021400607_035,,,
11002026021400607_036,,,
11002026021400607_037,,,
11002026021400607_038,,,
11002026021400607_039,,,
11002026021400607_040,,,
11002026021400607_041,,,
11002026021400607_042,,,
11002026021400607_043,,,
11002026021400607_044,,,
11002026021400607_045,,,
11002026021400607_046,,,
11002026021400607_047,,,
11002026021400607_048,,,
11002026021400607_049,,,
11002026021400607_050,,,
11002026021400607_051,,,
11002026021400607_052,,,
11002026021400607_053,,,
11002026021400607_054,,,
11002026021400607_055,,,
11002026021400607_056,,,
11002026021400607_057,,,
11002026021400607_058,,,
11002026021400607_059,,,
11002026021400607_060,,,
11002026021400607_061,,,
11002026021400607_062,,,
11002026021400607_063,,,
11002026021400607_064,,,
11002026021400607_065,,,
11002026021400607_066,,,
11002026021400607_067,,,
11002026021400607_068,,,
11002026021400607_069,,,
11002026021400607_070,,,
11002026021400607_071,,,
11002026021400607_072,,,
11002026021400607_073,,,
11002026021400607_074,,,
11002026021400607_075,,,
11002026021400607_076,,,
11002026021400607_077,,,
11002026021400607_078,,,
11002026021400607_079,,,
11002026021400607_080,,,
11002026021400607_081,,,
11002026021400607_082,,,
11002026021400607_083,,,
11002026021400607_084,,,
11002026021400607_085,,,
11002026021400607_086,,,
11002026021400607_087,,,
11002026021400607_088,,,
11002026021400607_089,,,
11002026021400607_090,,,
11002026021400607_091,,,
11002026021400607_092,,,
11002026021400607_093,,,
11002026021400607_094,,,
11002026021400607_095,,,
11002026021400607_096,,,
11002026021400607_097,,,
11002026021400607_098,,,
11002026021400607_099,,,
11002026021400607_100,,,
