자재바코드,검사일시,검사결과,비고
16072026021400677_001,2026-02-14 09:50:20,NG1,R전류 불량
16072026021400677_002,2026-02-14 09:51:38,NG1,R전류 불량
16072026021400677_003,,,
16072026021400677_004,,,
16072026021400677_005,,,
16072026021400677_006,,,
16072026021400677_007,,,
16072026021400677_008,,,
16072026021400677_009,,,
16072026021400677_010,,,
16072026021400677_011,,,
16072026021400677_012,,,
16072026021400677_013,,,
16072026021400677_014,,,
16072026021400677_015,,,
16072026021400677_016,,,
16072026021400677_017,,,
16072026021400677_018,,,
16072026021400677_019,,,
16072026021400677_020,,,
16072026021400677_021,,,
16072026021400677_022,,,
16072026021400677_023,,,
16072026021400677_024,,,
16072026021400677_025,,,
16072026021400677_026,,,
16072026021400677_027,,,
16072026021400677_028,,,
16072026021400677_029,,,
16072026021400677_030,,,
16072026021400677_031,,,
16072026021400677_032,,,
16072026021400677_033,,,
16072026021400677_034,,,
16072026021400677_035,,,
16072026021400677_036,,,
16072026021400677_037,,,
16072026021400677_038,,,
16072026021400677_039,,,
16072026021400677_040,,,
16072026021400677_041,,,
16072026021400677_042,,,
16072026021400677_043,,,
16072026021400677_044,,,
16072026021400677_045,,,
16072026021400677_046,,,
16072026021400677_047,,,
16072026021400677_048,,,
16072026021400677_049,,,
16072026021400677_050,,,
16072026021400677_051,,,
16072026021400677_052,,,
16072026021400677_053,,,
16072026021400677_054,,,
16072026021400677_055,,,
16072026021400677_056,,,
16072026021400677_057,,,
16072026021400677_058,,,
16072026021400677_059,,,
16072026021400677_060,,,
16072026021400677_061,,,
16072026021400677_062,,,
16072026021400677_063,,,
16072026021400677_064,,,
16072026021400677_065,,,
16072026021400677_066,,,
16072026021400677_067,,,
16072026021400677_068,,,
16072026021400677_069,,,
16072026021400677_070,,,
16072026021400677_071,,,
16072026021400677_072,,,
16072026021400677_073,,,
16072026021400677_074,,,
16072026021400677_075,,,
16072026021400677_076,,,
16072026021400677_077,,,
16072026021400677_078,,,
16072026021400677_079,,,
16072026021400677_080,,,
16072026021400677_081,,,
16072026021400677_082,,,
16072026021400677_083,,,
16072026021400677_084,,,
16072026021400677_085,,,
16072026021400677_086,,,
16072026021400677_087,,,
16072026021400677_088,,,
16072026021400677_089,,,
16072026021400677_090,,,
16072026021400677_091,,,
16072026021400677_092,,,
16072026021400677_093,,,
16072026021400677_094,,,
16072026021400677_095,,,
16072026021400677_096,,,
16072026021400677_097,,,
16072026021400677_098,,,
16072026021400677_099,,,
16072026021400677_100,,,
