자재바코드,검사일시,검사결과,비고
15812026021200340_001,2026-02-12 00:27:48,NG1,R전류, S전류, T전류 불량
15812026021200340_002,2026-02-12 00:28:03,NG1,R전류, S전류, T전류 불량
15812026021200340_003,2026-02-12 00:28:43,NG1,R전류, S전류, T전류 불량
15812026021200340_004,2026-02-12 00:30:30,NG1,R전류, S전류, T전류 불량
15812026021200340_005,,,
15812026021200340_006,,,
15812026021200340_007,,,
15812026021200340_008,,,
15812026021200340_009,,,
15812026021200340_010,,,
15812026021200340_011,,,
15812026021200340_012,,,
15812026021200340_013,,,
15812026021200340_014,,,
15812026021200340_015,,,
15812026021200340_016,,,
15812026021200340_017,,,
15812026021200340_018,,,
15812026021200340_019,,,
15812026021200340_020,,,
15812026021200340_021,,,
15812026021200340_022,,,
15812026021200340_023,,,
15812026021200340_024,,,
15812026021200340_025,,,
15812026021200340_026,,,
15812026021200340_027,,,
15812026021200340_028,,,
15812026021200340_029,,,
15812026021200340_030,,,
15812026021200340_031,,,
15812026021200340_032,,,
15812026021200340_033,,,
15812026021200340_034,,,
15812026021200340_035,,,
15812026021200340_036,,,
15812026021200340_037,,,
15812026021200340_038,,,
15812026021200340_039,,,
15812026021200340_040,,,
15812026021200340_041,,,
15812026021200340_042,,,
15812026021200340_043,,,
15812026021200340_044,,,
15812026021200340_045,,,
15812026021200340_046,,,
15812026021200340_047,,,
15812026021200340_048,,,
15812026021200340_049,,,
15812026021200340_050,,,
15812026021200340_051,,,
15812026021200340_052,,,
15812026021200340_053,,,
15812026021200340_054,,,
15812026021200340_055,,,
15812026021200340_056,,,
15812026021200340_057,,,
15812026021200340_058,,,
15812026021200340_059,,,
15812026021200340_060,,,
15812026021200340_061,,,
15812026021200340_062,,,
15812026021200340_063,,,
15812026021200340_064,,,
15812026021200340_065,,,
15812026021200340_066,,,
15812026021200340_067,,,
15812026021200340_068,,,
15812026021200340_069,,,
15812026021200340_070,,,
15812026021200340_071,,,
15812026021200340_072,,,
15812026021200340_073,,,
15812026021200340_074,,,
15812026021200340_075,,,
15812026021200340_076,,,
15812026021200340_077,,,
15812026021200340_078,,,
15812026021200340_079,,,
15812026021200340_080,,,
15812026021200340_081,,,
15812026021200340_082,,,
15812026021200340_083,,,
15812026021200340_084,,,
15812026021200340_085,,,
15812026021200340_086,,,
15812026021200340_087,,,
15812026021200340_088,,,
15812026021200340_089,,,
15812026021200340_090,,,
15812026021200340_091,,,
15812026021200340_092,,,
15812026021200340_093,,,
15812026021200340_094,,,
15812026021200340_095,,,
15812026021200340_096,,,
15812026021200340_097,,,
15812026021200340_098,,,
15812026021200340_099,,,
15812026021200340_100,,,
