자재바코드,검사일시,검사결과,비고
13032026021200375_001,2026-02-12 17:06:07,NG1,R전류 불량
13032026021200375_002,2026-02-12 17:06:29,NG1,R전류 불량
13032026021200375_003,2026-02-12 17:06:58,NG1,R전류 불량
13032026021200375_004,,,
13032026021200375_005,,,
13032026021200375_006,,,
13032026021200375_007,,,
13032026021200375_008,,,
13032026021200375_009,,,
13032026021200375_010,,,
13032026021200375_011,,,
13032026021200375_012,,,
13032026021200375_013,,,
13032026021200375_014,,,
13032026021200375_015,,,
13032026021200375_016,,,
13032026021200375_017,,,
13032026021200375_018,,,
13032026021200375_019,,,
13032026021200375_020,,,
13032026021200375_021,,,
13032026021200375_022,,,
13032026021200375_023,,,
13032026021200375_024,,,
13032026021200375_025,,,
13032026021200375_026,,,
13032026021200375_027,,,
13032026021200375_028,,,
13032026021200375_029,,,
13032026021200375_030,,,
13032026021200375_031,,,
13032026021200375_032,,,
13032026021200375_033,,,
13032026021200375_034,,,
13032026021200375_035,,,
13032026021200375_036,,,
13032026021200375_037,,,
13032026021200375_038,,,
13032026021200375_039,,,
13032026021200375_040,,,
13032026021200375_041,,,
13032026021200375_042,,,
13032026021200375_043,,,
13032026021200375_044,,,
13032026021200375_045,,,
13032026021200375_046,,,
13032026021200375_047,,,
13032026021200375_048,,,
13032026021200375_049,,,
13032026021200375_050,,,
13032026021200375_051,,,
13032026021200375_052,,,
13032026021200375_053,,,
13032026021200375_054,,,
13032026021200375_055,,,
13032026021200375_056,,,
13032026021200375_057,,,
13032026021200375_058,,,
13032026021200375_059,,,
13032026021200375_060,,,
13032026021200375_061,,,
13032026021200375_062,,,
13032026021200375_063,,,
13032026021200375_064,,,
13032026021200375_065,,,
13032026021200375_066,,,
13032026021200375_067,,,
13032026021200375_068,,,
13032026021200375_069,,,
13032026021200375_070,,,
13032026021200375_071,,,
13032026021200375_072,,,
13032026021200375_073,,,
13032026021200375_074,,,
13032026021200375_075,,,
13032026021200375_076,,,
13032026021200375_077,,,
13032026021200375_078,,,
13032026021200375_079,,,
13032026021200375_080,,,
13032026021200375_081,,,
13032026021200375_082,,,
13032026021200375_083,,,
13032026021200375_084,,,
13032026021200375_085,,,
13032026021200375_086,,,
13032026021200375_087,,,
13032026021200375_088,,,
13032026021200375_089,,,
13032026021200375_090,,,
13032026021200375_091,,,
13032026021200375_092,,,
13032026021200375_093,,,
13032026021200375_094,,,
13032026021200375_095,,,
13032026021200375_096,,,
13032026021200375_097,,,
13032026021200375_098,,,
13032026021200375_099,,,
13032026021200375_100,,,
