자재바코드,검사일시,검사결과,비고
12012026021200270_001,2026-02-12 00:02:02,NG1,R전류 불량
12012026021200270_002,2026-02-12 00:02:21,NG1,R전류 불량
12012026021200270_003,2026-02-12 00:02:43,NG1,R전류 불량
12012026021200270_004,,,
12012026021200270_005,,,
12012026021200270_006,,,
12012026021200270_007,,,
12012026021200270_008,,,
12012026021200270_009,,,
12012026021200270_010,,,
12012026021200270_011,,,
12012026021200270_012,,,
12012026021200270_013,,,
12012026021200270_014,,,
12012026021200270_015,,,
12012026021200270_016,,,
12012026021200270_017,,,
12012026021200270_018,,,
12012026021200270_019,,,
12012026021200270_020,,,
12012026021200270_021,,,
12012026021200270_022,,,
12012026021200270_023,,,
12012026021200270_024,,,
12012026021200270_025,,,
12012026021200270_026,,,
12012026021200270_027,,,
12012026021200270_028,,,
12012026021200270_029,,,
12012026021200270_030,,,
12012026021200270_031,,,
12012026021200270_032,,,
12012026021200270_033,,,
12012026021200270_034,,,
12012026021200270_035,,,
12012026021200270_036,,,
12012026021200270_037,,,
12012026021200270_038,,,
12012026021200270_039,,,
12012026021200270_040,,,
12012026021200270_041,,,
12012026021200270_042,,,
12012026021200270_043,,,
12012026021200270_044,,,
12012026021200270_045,,,
12012026021200270_046,,,
12012026021200270_047,,,
12012026021200270_048,,,
12012026021200270_049,,,
12012026021200270_050,,,
12012026021200270_051,,,
12012026021200270_052,,,
12012026021200270_053,,,
12012026021200270_054,,,
12012026021200270_055,,,
12012026021200270_056,,,
12012026021200270_057,,,
12012026021200270_058,,,
12012026021200270_059,,,
12012026021200270_060,,,
12012026021200270_061,,,
12012026021200270_062,,,
12012026021200270_063,,,
12012026021200270_064,,,
12012026021200270_065,,,
12012026021200270_066,,,
12012026021200270_067,,,
12012026021200270_068,,,
12012026021200270_069,,,
12012026021200270_070,,,
12012026021200270_071,,,
12012026021200270_072,,,
12012026021200270_073,,,
12012026021200270_074,,,
12012026021200270_075,,,
12012026021200270_076,,,
12012026021200270_077,,,
12012026021200270_078,,,
12012026021200270_079,,,
12012026021200270_080,,,
12012026021200270_081,,,
12012026021200270_082,,,
12012026021200270_083,,,
12012026021200270_084,,,
12012026021200270_085,,,
12012026021200270_086,,,
12012026021200270_087,,,
12012026021200270_088,,,
12012026021200270_089,,,
12012026021200270_090,,,
12012026021200270_091,,,
12012026021200270_092,,,
12012026021200270_093,,,
12012026021200270_094,,,
12012026021200270_095,,,
12012026021200270_096,,,
12012026021200270_097,,,
12012026021200270_098,,,
12012026021200270_099,,,
12012026021200270_100,,,
