파일명,판정,Peak(Hz),Centroid(Hz),Rolloff(Hz),CrestFactor,Flatness,THD,RMS,Skewness,실패사유
F1609_0001_ch1.wav,Pass,850.0,1513.9,1578.5,1.1379,0.694050,0.46865,0.878823,-0.1985,
