파일명,판정,Peak(Hz),Centroid(Hz),Rolloff(Hz),CrestFactor,Flatness,THD,RMS,Skewness,실패사유
1303_0001_ch1.wav,Pass,650.0,1538.1,1950.0,1.1319,0.754241,1.09571,0.883426,-0.0858,
1303_0002_ch1.wav,Pass,650.0,1533.5,1950.0,1.1322,0.758429,1.09878,0.883202,-0.0839,
1303_0003_ch1.wav,Pass,650.0,1525.2,1950.0,1.1296,0.752092,1.10726,0.885236,-0.0821,
